alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines
1.69755,-0.832653,0.220899,0.410945,0.276954,0.823755,0.610555,-0.283861,0.700182,0.279408,0.171364,-0.117884,-0.363086,-0.132611,-0.49341
0.945261,-0.390402,0.0582976,0.738654,0.853146,1.15082,1.9137,-0.314795,0.622878,0.445436,0.599436,0.217748,-0.602571,0.233696,-0.45733
0.880528,-0.686908,0.186702,0.994437,0.753312,0.994596,1.24631,-0.339988,0.710865,0.313764,0.465259,0.213272,-0.229714,0.177492,0.0638426
0.981253,-0.34639,0.415999,0.489068,0.638185,0.916387,0.662873,-0.338004,0.786408,0.353637,0.476664,0.0543753,-0.323013,-0.320209,-0.520333
1.37809,-0.667654,0.260059,0.516967,0.29191,0.880389,0.614291,-0.288793,0.749918,0.3735,0.400626,0.250189,-0.463548,-0.0485744,-0.00892437
0.456045,-0.455294,0.462604,1.24561,0.864152,1.36187,1.45298,-0.400354,0.895309,0.223751,0.346781,0.110296,-0.605711,-0.105114,-0.129717
0.935293,-0.588808,0.210398,0.689454,0.69757,1.20491,1.41662,-0.38368,0.624395,0.393841,0.382882,0.108745,-0.493553,0.117291,-0.0680453
1.61852,-0.898805,0.431676,-0.0295526,-0.153804,-0.0775307,0.436601,-0.228895,0.856725,0.506349,0.712226,0.395235,-0.098101,0.166283,-0.0887207
1.00882,-0.48021,0.331527,0.359673,0.455453,0.928112,1.24388,-0.384851,0.708107,0.151665,0.319089,0.0343476,-0.21156,0.102576,-0.144304
0.833868,-0.886012,0.382348,0.753615,0.556756,1.04055,0.830692,-0.233876,0.715462,0.464714,0.678441,0.720057,-0.194482,0.307644,0.044367
1.47577,-0.53583,0.301252,0.443418,-0.0208538,0.23418,-0.0911098,-0.0947766,0.625123,0.168066,0.223784,0.356419,-0.245862,-0.167935,-0.0414248
1.07578,-0.580607,0.213118,0.968279,0.743402,0.966152,1.05194,-0.321234,0.645573,0.264836,0.236818,0.12398,-0.364058,-0.173822,-0.103157
1.28516,-0.452565,0.190324,0.447072,0.135748,1.05174,0.794648,-0.248913,0.677724,0.368808,0.262245,0.485681,-0.890278,-0.18207,-0.176583
1.14283,-0.559866,0.160424,0.422048,0.481966,0.841396,0.599194,-0.224295,0.676303,0.463444,0.685785,0.389963,-0.380341,0.416087,0.0248641
1.47423,-0.651371,0.312184,0.440567,0.323679,0.698927,0.323074,-0.267545,0.784666,0.194702,0.152122,-0.0111143,-0.375852,0.0407075,0.066381
1.7847,-0.967578,-0.0292514,0.55269,0.511209,0.626149,0.279853,-0.247507,0.769617,0.316324,0.514995,-0.0775362,-0.65851,-0.102816,-0.299372
1.05971,-0.291672,0.293791,0.528692,0.520889,0.69593,0.658243,-0.267137,0.701739,0.168632,0.215044,-0.0200952,-0.233239,-0.0314422,-0.00914634
1.16796,-0.476578,0.186053,0.726514,0.655215,0.881455,1.1899,-0.287096,0.726793,0.295575,0.133799,0.165082,-0.436942,-0.0240451,-0.28886
0.94487,-0.641064,0.283839,1.19328,0.18562,0.863853,0.970752,-0.243722,0.731654,0.406861,0.356049,0.454485,-0.144386,0.23925,0.178689
0.971495,-0.180869,0.17363,0.832698,0.740396,1.06724,1.12885,-0.204968,0.701821,0.411806,0.166152,0.196603,-0.809236,-0.154126,-0.28345
1.14642,-0.457692,0.266397,0.491817,0.465778,0.934468,1.04847,-0.23047,0.735526,0.301148,0.153211,0.504131,-0.224862,-0.204085,-0.0837493
0.663413,-0.456622,0.354682,0.840714,0.644036,1.207,1.18543,-0.304914,0.745701,0.211938,0.598844,0.44112,-0.246922,0.256417,-0.139932
0.627155,-0.131157,0.48693,0.76892,0.973859,1.21999,1.21911,-0.253965,0.692636,0.230832,0.132737,0.0777612,-0.515235,-0.293753,-0.273985
1.29625,-0.745268,0.15083,0.419709,0.340136,0.812711,0.0174283,-0.207009,0.727526,1.04828,0.797828,0.445287,-0.789093,-0.0496534,0.257962
0.757554,-0.507914,0.0797636,0.926699,0.763543,1.18693,1.5386,-0.221206,0.79144,0.3048,0.278463,0.553297,-0.308738,0.141107,0.0489014
1.40163,-0.599957,0.628551,0.395214,-0.0888126,0.0456086,0.67718,-0.173567,0.745697,0.358513,0.105122,0.120729,-0.428614,0.0191809,-0.3108
0.982807,-0.51421,0.309749,0.851468,0.378506,0.816533,0.812109,-0.293925,0.764947,0.41364,0.456445,0.0483771,-0.222284,-0.155677,-0.0337298
0.872388,-0.436995,0.503163,0.642462,0.636386,1.16772,0.859725,-0.294689,0.63932,0.16055,0.245486,-0.0235027,-0.40437,-0.0977107,-0.0486092
0.414298,-0.455625,0.228601,0.873918,0.892319,1.26579,1.20017,-0.224066,0.657792,0.931543,0.898116,0.76177,0.0134338,0.573311,0.360288
1.01989,-0.469742,0.0125603,0.9916,0.49334,1.0183,0.884573,-0.238399,0.704542,0.193202,0.0128369,0.283651,-0.173481,0.260989,0.166084
1.38981,-0.604447,0.348348,0.942125,0.70234,0.976242,0.670349,-0.123821,0.759661,0.381612,-0.224348,-0.173169,-1.10453,-0.329779,-0.582559
1.41354,-0.572164,0.2817,0.48214,0.280145,0.558733,-0.0288085,-0.127277,0.644582,0.289106,0.327141,0.204449,-0.265562,-0.317222,0.187685
0.631842,-0.227606,0.214406,1.14622,1.08793,1.40235,1.36586,-0.308267,0.736634,0.184313,-0.123984,0.373278,-0.265029,0.102858,-0.0017359
1.02592,-0.453863,0.477311,0.374804,0.257355,0.732192,0.861871,-0.321717,0.703935,0.416796,0.56741,0.0297657,-0.374707,0.310147,-0.0398182
0.918923,-0.445836,0.415984,0.609658,0.69926,0.850491,1.24325,-0.360461,0.673818,0.331144,0.580459,0.118143,-0.349161,0.0473246,-0.295548
0.367035,-0.248701,0.385341,0.918666,0.792448,1.30324,1.72653,-0.330368,0.770141,0.610317,0.60062,0.610813,-0.232249,-0.0137116,0.258797
0.622557,-0.430838,0.163823,0.96376,0.865227,0.901375,1.08324,-0.257601,0.692388,0.359907,0.519167,0.624585,-0.238993,0.303213,0.0927596
1.31173,-0.58184,0.236086,0.701408,0.642782,0.806615,1.14238,-0.305012,0.656667,0.262146,0.285301,-0.167717,-0.608922,-0.451936,-0.223016
2.33435,-0.87549,0.111225,0.400273,0.198093,0.680527,0.470582,-0.161168,0.682016,0.453626,-0.190988,-0.0725846,-1.26626,-0.863441,-0.859493
1.09844,-0.554595,0.32814,0.676554,0.621456,0.846259,1.00491,-0.275118,0.748059,0.448139,0.435347,0.122229,-0.414493,-0.223631,-0.159984
0.816481,-0.451043,0.134882,1.19525,0.601792,1.15561,1.16599,-0.168318,0.703658,0.362638,0.25022,0.454552,-0.546901,-0.0190471,0.034688
1.04456,-0.678964,0.226211,0.647132,0.617223,1.01441,1.0181,-0.290921,0.636435,0.470921,0.692043,0.294714,-0.41949,0.0437842,-0.255899
1.43368,-0.930223,0.0585257,1.10408,0.908909,1.47047,1.25158,-0.282248,0.78878,0.267386,0.104472,-0.144966,-0.620118,-0.102011,-0.539429
1.42839,-0.548195,0.582625,0.577966,0.0540218,0.143432,-0.0808641,-0.106624,0.73618,0.388959,0.233929,0.299093,-0.484555,-0.0783304,-0.150222
0.796357,-0.304933,0.545654,0.84578,0.747699,1.19759,0.837128,-0.243937,0.718227,0.322718,-0.0436962,0.0906868,-0.497409,-0.277237,-0.22482
0.885393,-0.441148,0.453495,0.924825,0.436254,1.18057,0.587778,-0.302031,0.694009,0.189623,0.0678486,0.095644,-0.381009,-0.18994,-0.196382
0.656225,-0.53147,0.455676,0.966882,0.674251,1.46998,1.22728,-0.272772,0.804767,0.251524,0.567247,0.367577,-0.348274,0.0862624,-0.0244391
1.2824,-0.755504,0.361693,0.620916,0.486727,0.980886,0.75253,-0.226714,0.602536,0.2483,0.183295,0.21291,-0.713066,0.078326,-0.326171
1.16336,-0.876526,0.223288,0.82665,0.333054,1.02205,1.42048,-0.342578,0.720845,0.251981,0.469486,0.457085,-0.243308,-0.00973085,-0.221303
0.470892,-0.174536,0.661597,0.929614,0.645168,0.981845,0.543452,-0.32783,0.729436,0.260576,0.266583,-0.106689,-0.339147,0.248805,-0.183315
1.15903,-0.342427,0.409138,0.616333,0.542125,0.501087,0.409028,-0.212961,0.692351,0.403812,0.366202,0.286593,-0.573023,-0.0556355,-0.535143
1.67312,-0.74095,-0.173509,0.720786,0.483358,0.913826,0.987823,-0.320303,0.697562,0.587891,0.548718,0.0520208,-0.791304,-0.286693,-0.245012
2.0309,-0.888913,0.177022,0.319871,0.0595206,0.732167,0.456585,-0.257024,0.704156,0.276515,0.090994,-0.232629,-0.414258,-0.670612,-0.374758
0.543894,-0.722804,0.402618,0.426477,0.279528,0.467023,0.22338,-0.137509,0.67904,0.700083,1.10932,1.0121,0.0762921,0.86133,0.683121
1.10402,-0.653025,0.564276,0.485206,0.295613,0.62009,0.169724,-0.201447,0.697633,0.151652,0.202333,0.265876,-0.168538,0.113241,0.06051
1.17028,-0.797933,0.392596,0.643514,0.64999,0.867035,0.345784,-0.282944,0.809519,0.294723,0.520627,0.322363,-0.253319,-0.0585866,-0.101828
0.530955,-0.458058,0.33515,0.490485,0.755246,0.981483,0.916384,-0.361114,0.822461,0.484708,0.839628,0.452495,-0.335658,0.0224517,-0.0994101
1.11599,-0.569194,0.533871,0.577122,0.271208,0.880694,1.0914,-0.30546,0.708173,0.366332,0.399403,-0.0543272,-0.335888,-0.0526202,-0.179299
1.16409,-0.734512,0.102763,0.56903,0.180922,0.897165,0.536731,-0.19409,0.78012,0.227589,0.414608,0.517957,-0.189477,0.129164,0.120641
1.58911,-0.959202,0.135141,0.399468,0.148341,0.445639,0.568125,-0.171184,0.757165,0.405192,0.518743,0.414041,-0.391061,0.0589472,0.11023
1.50246,-0.60076,0.340123,0.234059,0.0251542,0.803063,0.517689,-0.2709,0.667235,0.326165,0.466204,0.070811,-0.458376,-0.209845,-0.280122
1.32945,-0.506194,0.333114,0.43543,0.26838,1.03577,1.14216,-0.306183,0.847448,0.293265,-0.027418,0.039135,-0.399224,-0.297526,-0.28117
0.986835,-0.446516,0.49732,0.661457,0.636448,1.08899,1.00568,-0.239425,0.690047,0.341447,0.0993491,0.151405,-0.843788,-0.120401,-0.244454
0.614627,-0.0975201,0.604839,1.02571,0.444996,0.875535,0.558487,-0.232205,0.751123,0.189097,0.106926,0.122657,0.0207489,-0.183122,0.05476
1.00828,-0.525415,0.365561,0.467094,0.345075,0.64208,0.437342,-0.299932,0.718723,0.129335,0.403223,0.124846,-0.0933429,0.229173,0.0937548
1.09939,-0.642657,0.413007,0.821631,0.308383,0.907613,0.849078,-0.116459,0.693614,0.299026,0.060137,0.248586,-0.570344,-0.116752,0.138313
1.11538,-0.567533,0.389929,0.404009,0.474503,0.584981,0.766271,-0.174658,0.613199,0.300239,0.323381,0.125949,-0.31287,-0.0220354,-0.0300074
0.960364,-0.589713,0.483366,0.597183,0.512272,0.927092,0.731902,-0.226448,0.701745,0.446633,0.378249,0.104961,-0.275749,-0.12562,0.0667769
1.22068,-0.640301,0.240847,0.937201,0.57938,1.06524,1.19743,-0.158131,0.73498,0.394531,0.206848,0.0346131,-0.676628,-0.431588,-0.25181
1.33105,-0.344975,0.501824,0.828502,0.42852,1.03895,0.591139,-0.220713,0.714258,0.527357,-0.0855551,-0.225946,-0.882685,-0.863362,-0.591621
1.7305,-0.27351,0.224485,0.0906083,0.201999,0.384353,0.201917,-0.25739,0.699972,0.469314,0.336095,-0.0554742,-0.590273,-0.423038,-0.600307
0.814542,-0.472973,0.0950835,1.01634,0.906544,1.50999,1.32876,-0.356708,0.693745,0.391162,0.353056,0.593933,-0.591363,-0.259519,-0.0781937
0.941108,-0.497193,0.282248,0.916991,0.318758,0.95464,0.683833,-0.139405,0.761479,0.154884,0.284707,0.305477,-0.11147,-0.0328489,0.214145
0.879764,-0.435271,0.0965096,0.686768,0.751907,0.651522,0.548742,-0.28724,0.77355,0.326806,0.773359,0.569246,-0.165772,-0.00146499,0.0371305
1.19682,-0.646415,-0.10964,0.950936,0.529124,1.20686,0.759859,-0.288193,0.754141,0.296264,0.173866,0.29703,-0.520569,-0.0984974,-0.0588442
0.677142,-0.339678,0.353771,0.498987,0.722755,0.883663,0.84547,-0.28959,0.758629,0.152165,0.436038,0.290861,0.104972,0.0420491,-0.0835068
1.57494,-0.785697,-0.0412573,0.334112,0.371463,0.698562,0.751012,-0.2731,0.75709,0.304232,0.228122,0.308833,-0.318713,0.122807,-0.118792
1.20015,-0.50581,0.458331,0.613124,0.310173,0.824711,0.709585,-0.252471,0.687528,0.209088,0.119319,0.283193,-0.487856,-0.106198,-0.287851
1.18469,-0.636684,0.267844,1.03571,0.706126,0.816159,1.35998,-0.236414,0.731717,0.411225,-0.110623,-0.0800488,-0.957396,-0.107095,-0.308579
1.05287,-0.565528,0.478433,0.511609,0.340994,0.867627,0.81723,-0.327793,0.762143,0.146923,0.179598,-0.018508,-0.338081,-0.0626488,0.0540241
1.28462,-0.386266,0.356225,0.419225,0.278161,0.891676,0.166741,-0.274616,0.717131,0.124754,-0.0206907,0.091282,-0.141043,0.140846,-0.207545
1.01992,-0.722022,0.335984,0.970252,0.544265,1.21574,1.18768,-0.178255,0.740291,0.830401,0.418998,0.327627,-0.254882,0.0633375,-0.128985
0.608779,-0.359085,0.239702,1.16169,0.844375,1.22046,1.03815,-0.238844,0.721076,0.23671,0.423304,0.384772,-0.278788,-0.0365771,0.247303
1.61944,-0.848562,0.186694,0.55497,0.0893058,0.54487,0.346931,-0.181477,0.766244,0.21987,0.299462,0.0495352,-0.3985,-0.268851,-0.278819
0.926111,-0.528122,0.703618,0.671183,0.561359,0.810162,0.712423,-0.207632,0.694522,0.373732,0.0829926,0.0601956,-0.738119,0.0797284,-0.170218
0.898493,-0.477095,0.225735,0.939348,0.969909,1.26152,0.695073,-0.207294,0.685707,0.220404,0.153982,0.340695,-0.470639,-0.130294,0.0926578
1.32987,-0.65075,0.0414097,0.619857,0.55143,0.699929,1.08452,-0.236844,0.70767,0.358593,0.39218,0.367204,-0.229355,-0.0868568,-0.19956
0.90757,-0.384209,0.489464,0.843286,0.691523,1.03672,0.552594,-0.219405,0.699112,0.407787,0.248903,0.163497,-0.505024,-0.0473068,-0.218837
1.08478,-0.769233,0.288587,0.585869,0.65131,1.13943,1.13979,-0.264993,0.787813,0.194953,0.309208,0.034734,-0.52067,0.184269,-0.361834
1.23476,-0.519082,0.534046,0.549544,0.139689,0.548721,0.51416,-0.302106,0.669402,0.334451,0.201519,-0.0394799,-0.697488,0.11296,-0.162372
0.88612,-0.603253,0.542035,0.462093,0.445277,1.09731,1.3174,-0.317862,0.729728,0.252225,0.563709,-0.0641532,-0.510612,0.432885,-0.0628286
1.11278,-0.743239,0.117954,0.835151,0.796673,1.16277,1.43554,-0.356751,0.698759,0.349766,0.694108,0.158342,-0.278095,0.192978,-0.308706
0.727646,-0.462268,0.466475,0.957777,0.406364,1.00326,0.860496,-0.293954,0.669802,0.142132,0.265322,0.249708,-0.146731,0.15278,-0.0866539
0.728517,-0.159261,0.35909,0.859672,0.644175,1.2972,0.769346,-0.290894,0.714883,0.290922,0.108642,0.0967024,-0.702129,-0.240653,0.0930862
0.944611,-0.531393,0.400479,0.885726,0.583776,1.02253,0.8615,-0.258647,0.720879,0.262201,0.30611,0.110893,-0.372957,-0.0536968,-0.0969304
0.900435,-0.599669,0.61834,0.795558,0.45293,0.744342,0.624022,-0.33464,0.726701,0.0948625,0.0694856,0.0137167,-0.055721,0.0386821,-0.0911894
1.03414,-0.430818,0.534092,0.596433,0.485657,0.980302,0.877981,-0.295701,0.649961,0.380637,0.152235,-0.114845,-0.738722,-0.331341,-0.496971
1.39108,-0.484234,0.342644,0.320146,0.311669,0.882424,0.542055,-0.263333,0.57165,0.330212,0.153776,0.191516,-0.50222,-0.226059,-0.315898
0.698841,-0.526702,0.362678,1.12732,0.712204,0.984297,1.03845,-0.21024,0.637032,0.30184,0.324737,0.509459,-0.611911,0.0586309,0.122083
0.681171,-0.277224,0.2986,0.623617,0.778139,1.28664,1.03074,-0.287881,0.663464,0.363579,0.416961,0.332673,-0.502224,-0.0273049,-0.107945
0.715548,-0.424217,0.45705,0.770338,0.400508,0.800103,0.850198,-0.255223,0.77594,0.192024,0.555979,0.252752,-0.359661,0.0485839,-0.050218
1.04982,-0.345059,0.214744,0.925408,0.48585,1.00468,0.804104,-0.124196,0.744195,0.435539,0.0268512,0.474754,-0.841702,-0.22735,0.0171463
0.806246,-0.375919,0.185452,0.741527,0.613344,1.41814,1.43189,-0.451771,0.786764,0.310723,0.478106,0.0869704,-0.310466,0.25449,-0.184359
1.47694,-0.4552,0.208944,0.572829,0.122125,0.899472,1.1977,-0.324171,0.73827,0.285857,0.122476,-0.134726,-0.744473,-0.167132,-0.430973
0.780201,-0.622159,0.402212,0.402056,0.205736,0.545596,0.700461,-0.307472,0.734636,0.520095,0.964491,0.876704,0.28533,0.51341,0.354115
0.94905,-0.586278,0.16048,0.598592,0.77702,0.959735,0.849283,-0.304957,0.774664,0.461244,0.961355,0.237413,-0.450686,0.0695983,-0.213111
1.02303,-0.591255,0.344112,1.17829,0.658289,1.06936,0.54697,-0.230487,0.692698,0.471979,0.301328,0.184534,-0.637103,0.0486443,-0.322814
0.673459,-0.418135,0.516022,1.0872,0.624672,1.13821,0.783605,-0.204319,0.640323,0.410008,0.103835,0.336027,-0.417097,-0.00432219,0.0865543
0.152997,-0.362954,0.274364,1.08388,0.932698,1.55084,1.33635,-0.323978,0.72501,0.36149,0.753111,0.630386,-0.260907,0.786716,0.420358
1.17079,-0.670029,0.28439,0.732587,0.37817,0.939834,0.468202,-0.228244,0.726738,0.162484,0.286418,0.154175,-0.218582,0.108371,-0.0686856
0.415614,-0.220414,0.564091,1.01598,1.0497,1.28854,0.710687,-0.214928,0.665399,0.403754,0.296546,0.181982,-0.521379,-0.0637567,-0.0672442
1.02448,-0.598681,0.245364,0.765277,0.637322,1.01239,0.8963,-0.246708,0.670213,0.369179,0.614899,0.349211,-0.32926,-0.0996937,0.153672
1.43345,-0.697465,0.0874913,0.592358,0.410576,0.808774,0.914381,-0.248784,0.679195,0.155944,0.192627,0.0632992,-0.483622,-0.137508,-0.105485
1.06491,-0.543259,0.168978,0.592243,0.570274,0.660261,0.545269,-0.196327,0.726429,0.278602,0.664779,0.206209,-0.338106,0.157358,-0.0462078
1.47283,-0.697046,0.368272,0.602266,0.1993,0.865706,0.541314,-0.239079,0.725514,0.285197,0.113162,0.191548,-0.495703,-0.307881,-0.315106
1.47303,-0.62881,0.289122,0.428674,0.179858,0.522091,0.532308,-0.277969,0.752984,0.204676,0.302366,0.132458,-0.184992,-0.303935,-0.256882
0.761337,-0.15027,0.330544,0.557166,0.284136,1.27374,0.924595,-0.314609,0.781449,0.612188,0.53727,0.254981,-0.471944,0.144795,-0.200414
0.836049,-0.38615,0.252968,0.934113,0.74533,1.19096,0.855142,-0.17421,0.663551,0.217078,0.268578,0.456088,-0.550715,-0.180084,-0.00808915
0.560937,-0.347845,0.456113,0.978759,0.4583,1.34914,1.18415,-0.311615,0.733838,0.139367,0.244128,0.085801,-0.465871,0.058751,0.071664
0.861872,-0.687324,0.381781,0.877858,0.743762,1.29462,1.301,-0.408481,0.724029,0.243768,0.293779,0.045668,-0.474758,0.220232,-0.252698
1.07952,-0.558836,0.700222,0.713958,0.340944,0.548534,0.380532,-0.191009,0.712012,0.177835,0.0317325,-0.012034,-0.0866209,-0.0209015,-0.0906525
1.14237,-0.484296,0.471503,0.211264,0.164128,0.540956,0.502045,-0.32549,0.657039,0.369463,0.656736,0.334688,-0.219451,-0.0858654,-0.0924131
0.866282,-0.315001,0.393148,0.818502,0.717438,1.25648,0.717782,-0.210316,0.647734,0.358245,0.00635882,0.103998,-0.750937,-0.318351,-0.136443
1.47217,-0.719685,0.0238555,0.205845,0.454576,0.86108,0.782094,-0.32794,0.679197,0.196878,0.559562,0.245181,-0.0972772,-0.126676,-0.159063
0.882125,-0.62049,0.334194,0.956294,0.622199,1.11298,1.17717,-0.294678,0.801885,0.0984878,0.208656,0.082492,-0.0572295,0.169609,-0.0048092
0.770965,-0.374585,0.335142,1.05355,0.753239,1.01888,1.08818,-0.287051,0.758587,0.112308,-0.0070035,0.114098,-0.0443173,0.097062,-0.0673024
0.941531,-0.582829,0.160541,0.486869,0.266249,1.04733,0.236716,-0.293309,0.754994,0.632919,0.912367,0.611002,-0.113619,0.515559,0.142712
0.749938,-0.538627,0.378104,0.892739,0.723567,1.12538,1.15216,-0.272716,0.709962,0.291817,0.486763,0.125268,-0.218247,-0.0775448,-0.15071
1.04649,-0.602163,0.401171,0.483529,0.218851,0.947458,0.711362,-0.244721,0.76505,0.242749,0.255063,0.140157,-0.128564,0.0840553,-0.0570136
1.29466,-0.642363,0.365096,0.596066,0.256031,0.782866,0.737749,-0.240998,0.678449,0.298731,0.520672,0.186777,-0.25797,-0.0130607,-0.19065
0.981111,-0.837347,0.0941346,1.05364,0.643524,1.15725,0.748589,-0.285413,0.814078,0.505743,0.654132,0.685757,-0.259084,0.0394153,0.00192288
1.33733,-0.735516,-0.0830671,0.779411,0.900451,1.28361,0.947978,-0.281699,0.811899,0.372802,0.324961,0.00407674,-0.753076,-0.0386715,-0.240843
1.2336,-0.515962,0.188068,0.654097,0.779295,1.08609,1.52016,-0.355292,0.624318,0.22438,-0.0376662,-0.0146807,-0.722585,-0.354153,-0.620166
1.1429,-0.479309,0.317909,0.368888,0.539663,1.01009,0.823793,-0.311796,0.744705,0.324695,0.504747,-0.0700653,-0.47482,-0.00681123,-0.123827
0.747272,-0.472996,0.167567,1.09949,0.81986,1.20771,1.43548,-0.275385,0.782799,0.380473,0.368583,0.0822777,-0.648728,0.0275706,-0.0611231
0.940793,-0.435785,0.438027,0.71633,0.665993,1.08178,1.42034,-0.263065,0.680992,0.474286,0.061652,0.229136,-0.635503,-0.0547348,-0.606809
0.90774,-0.378708,0.458381,0.746042,0.548101,1.06639,0.896759,-0.179175,0.665885,0.149877,0.162015,0.154632,-0.364453,0.270064,-0.214692
1.05596,-0.532431,0.230098,0.711553,0.419516,0.642036,0.628985,-0.201827,0.681144,0.170419,0.462755,0.447898,-0.227052,-0.159926,-0.050973
0.76537,-0.461513,0.448639,0.965825,0.930119,1.14204,0.867972,-0.216158,0.68032,0.331648,0.0673953,0.168791,-0.694912,0.0666846,0.168274
0.917946,-0.599421,0.205944,1.17368,0.526881,1.02592,0.860755,-0.215532,0.784115,0.45468,0.587192,0.307901,-0.442625,0.176576,0.0704333
1.05165,-0.729694,0.149234,1.03165,0.745801,1.23621,1.30949,-0.36077,0.697522,0.334632,0.423455,0.00316289,-0.466973,-0.0458991,-0.339039
0.387659,-0.204624,0.333899,1.14423,0.975899,1.39937,1.24259,-0.287781,0.72003,0.494807,0.215069,0.481769,-0.639838,-0.0221996,-0.0333244
1.15895,-0.663188,0.403183,0.631344,0.376453,1.16825,0.725419,-0.29477,0.712234,0.388796,0.410966,0.0180075,-0.635557,-0.511766,-0.143912
0.818837,-0.434008,0.386609,0.816753,0.367108,0.814523,0.948461,-0.254102,0.668389,0.360256,0.576309,0.380435,-0.435088,0.23668,0.149943
0.932566,-0.213566,0.450977,0.923811,0.639304,1.22707,0.718174,-0.257993,0.775841,0.564865,0.226829,-0.079784,-1.01619,-0.384395,-0.236259
1.26466,-0.548389,0.0344951,0.757301,0.581336,1.3248,0.780326,-0.258784,0.671282,0.476158,0.284708,0.147217,-0.732323,-0.360929,-0.277524
1.2113,-0.70002,0.372255,0.842897,0.452534,0.823642,1.1072,-0.24339,0.73578,0.384166,0.288807,0.34329,-0.491141,-0.145896,-0.282574
1.00027,-0.457106,0.29678,0.819239,0.570011,0.991318,1.12271,-0.299731,0.721192,0.147417,-0.184343,-0.0486454,-0.176394,-0.0869611,-0.0713253
1.15304,-0.453294,0.294841,0.659991,0.584609,0.917864,0.834132,-0.39113,0.750069,0.214819,0.265628,-0.174261,-0.350985,-0.284982,-0.300501
0.894975,-0.501774,0.433361,0.764276,0.667219,1.20153,0.996204,-0.174287,0.711193,0.193116,-0.0604575,0.137635,-0.341327,-0.141001,0.0639946
1.72058,-0.661814,-0.013726,0.391045,0.202032,0.421639,0.0185114,-0.245855,0.788709,0.301274,0.399075,0.0551613,-0.45776,0.0960005,-0.377477
1.12714,-0.573558,0.28306,1.00455,0.550884,1.02739,0.680528,-0.308282,0.702097,0.268326,0.308779,-0.00962458,-0.565832,-0.301779,-0.232427
1.16094,-0.545402,0.258045,0.801257,0.531149,1.09721,0.573436,-0.266897,0.767285,0.262762,0.157261,0.0622438,-0.794756,-0.0611057,0.0653162
1.36116,-0.980722,0.372343,0.593436,0.309107,0.961848,0.829924,-0.25677,0.748611,0.341919,0.261958,0.087261,-0.399985,-0.141904,0.00312906
1.1445,-0.531559,0.525982,0.526863,0.445493,0.814174,0.534621,-0.256379,0.686065,0.186741,0.401202,-0.0557849,-0.392803,-0.0926779,-0.122326
1.28114,-0.505235,0.386593,0.503208,0.12364,0.367859,0.399865,-0.250665,0.675605,0.177746,0.256542,0.328278,-0.433402,-0.0327563,-0.179849
