alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines,sigma_f,sigma_v,op_adherencesupportvisit,op_coughtriage,op_diagnosticvisit,op_follow-upvisit,op_monitoringvisit,op_screeningvisit,op_screeningvisit_mch,op_treatmentvisit,op_treatmentvisit_dot,op_treatmentvisit_ltbi,op_treatmentvisit_mdr,op_vaccinations,op_visitforcollectingmedicine,op_visitforinjection
2.15633,-0.474397,0.234707,-0.00259736,0.0346881,0.355969,0.333263,-0.223654,0.353808,0.201767,-0.00660369,0.140571,-0.181605,0.00282224,-0.251661,0.504629,0.20611,-0.382119,-0.148376,0.214903,-0.0691271,0.188472,0.0809243,0.441788,0.0449381,0.0886698,0.030754,0.193249,-0.0515758,-0.219026,-0.255451
1.99789,-0.315905,0.219441,0.110421,0.174066,0.530683,0.00202698,-0.17104,0.360299,0.220171,0.265789,0.082751,-0.414003,-0.0744974,-0.066519,0.469823,0.136415,-0.0155847,-0.148553,0.237545,-0.36507,0.0150526,0.0565156,0.140768,-0.11251,0.143732,0.145027,0.200077,-0.010407,-0.0538468,-0.0428135
2.25059,-0.550001,0.208505,-0.0276806,0.334738,0.279561,0.14282,-0.260176,0.340499,0.258804,0.17224,-0.0864089,-0.318517,-0.0777798,-0.403096,0.468074,0.120528,0.195445,-0.157041,0.265596,-0.0750962,0.256374,0.134651,-0.128979,0.109652,-0.0199665,0.0240199,0.19364,0.036326,0.119431,-0.133499
2.21542,-0.587329,0.267707,0.291314,0.0201429,0.231915,-0.00371642,-0.134354,0.36716,0.186605,0.210546,0.158609,-0.330946,0.201246,-0.184819,0.425164,0.0906935,0.00202692,-0.178819,0.143911,-0.137671,0.0556665,0.00983551,-0.0619051,-0.0748543,0.0147505,0.0287723,0.0251336,-0.128305,-0.030478,-0.138464
2.22067,-0.416417,0.174298,0.0528597,0.271093,0.486246,0.309335,-0.182611,0.366517,0.192698,0.0747761,0.0432417,-0.336495,-0.334628,-0.237377,0.430444,0.313053,-0.24367,-0.191938,0.231633,-0.319927,0.105026,0.0349398,-0.126557,0.0133173,0.0181625,0.0748807,0.0741754,-0.164051,-0.32996,-0.181741
2.04207,-0.51232,0.196944,0.238965,0.273658,0.454302,0.212999,-0.173747,0.351438,0.143002,0.179434,0.0466781,-0.190062,-0.0443892,-0.101007,0.460803,0.234391,0.063358,-0.190392,0.226976,0.077054,0.116759,0.102891,0.237716,-0.0560714,0.0121163,0.0577703,0.141515,-0.0807,-0.0181722,-0.101336
1.83337,-0.566594,0.103852,0.730573,0.474312,0.587974,0.613016,-0.164681,0.372825,0.10048,0.129853,0.0763996,0.00327826,-0.0378518,0.00359917,0.522847,0.0936629,0.105113,-0.11124,0.281737,0.0770031,0.216285,0.122744,0.0663535,0.024412,0.034667,0.13043,0.159464,-0.00391259,-0.046301,-0.0558089
1.50905,-0.244539,0.196613,0.595004,0.673983,1.09116,0.794749,-0.318013,0.371292,0.0698959,0.0720695,-0.023369,-0.0722274,-0.0583214,-0.144731,0.54868,0.133235,-0.146433,-0.187476,0.158764,0.153309,0.0703896,0.027966,0.158723,0.0808266,0.0265633,0.0833748,-0.0191479,-0.0388881,0.00625842,-0.079391
1.90623,-0.345116,0.312827,0.377047,0.430413,0.371367,0.66431,-0.208127,0.37061,0.190586,0.0509016,0.0658015,-0.314386,0.0698026,-0.318514,0.482392,0.252074,-0.292553,-0.203082,0.159285,0.0668125,0.174225,0.0357995,0.0725296,-0.0682265,-0.015295,0.140714,0.436777,-0.083732,-0.294242,0.00780742
1.86963,-0.413582,0.203496,0.604826,0.391754,0.830112,0.901575,-0.282319,0.337665,0.24018,0.120944,-0.109772,-0.200169,0.0303535,-0.129633,0.50934,0.199375,-0.0189489,-0.151198,0.210452,-0.00677214,0.0663405,-0.0188368,0.178193,0.027037,-0.118168,0.115846,0.314018,-0.0842465,-0.336332,-0.241854
1.88106,-0.295159,0.26394,0.121935,0.30602,0.690902,0.568261,-0.200169,0.337737,0.239548,0.337248,0.203031,-0.450552,-0.0693254,-0.237635,0.484924,0.155474,0.153344,-0.273103,0.162175,-0.0750884,0.119345,-0.0466323,-0.0174968,-0.0136139,-0.119102,-0.0776568,0.0946671,-0.121534,-0.292111,-0.253635
1.96434,-0.407737,0.103101,0.329641,0.177076,0.460888,0.640545,-0.197662,0.361805,0.234388,0.17073,0.294812,-0.329565,0.161802,-0.0821435,0.447855,0.129682,0.0446907,-0.231517,0.174895,-0.373902,0.120677,0.0360372,-0.160823,0.0193923,0.0108629,0.0487093,-0.00178461,-0.137228,-0.214374,-0.0438771
1.76704,-0.332068,0.214608,0.299739,0.543565,0.657534,0.37784,-0.205876,0.349051,0.0633844,0.0988912,0.0311836,-0.139212,-0.00535404,0.00342266,0.500002,0.135194,-0.136479,-0.19013,0.239257,0.0378991,0.228889,0.123365,0.0743087,0.0638792,0.0905866,0.0311512,-0.0417083,-0.095188,-0.292799,0.0307808
1.72732,-0.497944,0.316403,0.17586,0.487557,0.731295,0.304845,-0.270529,0.364384,0.206248,0.379375,0.160163,-0.128564,0.139218,-0.0795633,0.442771,0.135203,-0.0229664,-0.205319,0.195938,-0.031418,0.0710006,0.0464234,0.0507208,0.0695021,0.124208,0.0125762,0.34966,-0.0709232,-0.162995,0.00334861
1.55604,-0.421265,0.29214,0.537007,0.607235,0.902038,0.775064,-0.154131,0.349152,0.192871,0.237251,0.274045,-0.194125,0.0846684,0.00682064,0.436559,0.162077,-0.110725,-0.29744,0.16432,0.214893,0.175681,0.0161481,0.42975,-0.0438886,-0.0533871,0.0343357,0.213782,-0.10044,-0.305257,-0.0445658
1.65746,-0.411362,0.295322,0.433883,0.521473,0.800875,0.677878,-0.27432,0.369513,0.201305,0.100728,-0.0132877,-0.252938,0.0259332,-0.146814,0.515952,0.123503,-0.0972187,-0.141805,0.210691,-0.0277551,0.101286,-0.00525513,-0.080301,-0.0618964,-0.0586328,0.0978312,0.0438467,-0.104169,-0.165406,-0.0613743
1.86031,-0.232629,0.102182,0.464395,0.243626,0.710291,0.470837,-0.225383,0.348052,0.159158,0.119714,0.158182,-0.316546,0.0162073,-0.258649,0.480844,0.132643,-0.263146,-0.29392,0.183344,0.0961344,0.0088842,0.0880017,-0.0719691,0.0924058,-0.0864043,0.134472,0.149373,-0.073479,-0.0521406,-0.0852482
1.72635,-0.378454,0.264054,0.475618,0.485598,0.711362,0.397782,-0.214632,0.369888,0.15662,0.231248,0.188223,-0.0743223,-0.041289,-0.15841,0.429173,0.196726,-0.11825,-0.222937,0.134124,-0.164743,0.22816,0.00847275,0.141208,-0.100521,-0.00334853,0.00494251,0.190884,-0.14641,-0.431701,-0.142927
1.91604,-0.437892,0.323527,0.15041,0.342693,0.587639,0.455183,-0.154375,0.346871,0.150465,0.137896,0.148746,-0.041879,0.0364419,-0.217936,0.519989,0.147602,-0.141115,-0.321222,0.133889,0.12363,0.143043,0.0313996,-0.103476,-0.0594065,-0.0246204,-0.00998469,-0.0149451,-0.109115,-0.253551,-0.178065
2.02536,-0.39216,0.177738,0.316465,0.239425,0.418893,0.498398,-0.170524,0.371169,0.190337,0.081225,0.0634276,-0.19991,-0.0371678,-0.173413,0.424206,0.120263,-0.0857863,-0.149319,0.161777,0.025982,0.155825,0.0169995,0.0968995,0.00178984,0.0697727,0.166976,0.0797738,-0.0657173,0.0153022,-0.082812
2.02815,-0.527482,0.280087,0.380815,0.346859,0.329757,0.284326,-0.18976,0.356293,0.0704437,0.0501973,0.14099,-0.12555,0.0115641,-0.00120868,0.508419,0.115204,-0.149782,-0.24807,0.149138,0.0845417,0.0258852,-0.00370045,0.00974215,-0.0455731,-0.0332132,0.0398774,0.00259519,-0.168675,0.0045239,0.00157566
2.04472,-0.508697,0.343901,0.275103,0.27912,0.434121,0.125077,-0.149313,0.354801,0.184904,-0.0188711,0.0829752,-0.389878,0.00875393,-0.244695,0.464208,0.160219,0.0646789,-0.194378,0.226874,-0.0852613,0.126126,0.0895029,0.129332,0.0965602,-0.0952321,0.18776,0.161466,-0.0722779,-0.0863611,-0.281895
1.88763,-0.316621,0.247721,0.0675195,0.0710772,0.407509,0.0459015,-0.211186,0.359021,0.135055,0.309621,0.179787,-0.178843,0.0723813,-0.154194,0.502302,0.169541,-0.0277316,-0.106228,0.209419,-0.138257,0.262181,0.114386,-0.116799,0.00299484,0.0834341,0.128369,0.181627,-0.0240956,-0.185819,0.0701706
1.50737,-0.360332,0.449734,0.357512,0.385679,0.614832,0.175008,-0.17131,0.365649,0.250004,0.323487,0.165694,-0.403441,-0.000225228,0.0174472,0.444861,0.206335,-0.161801,-0.103861,0.274271,-0.0175831,0.129908,0.171648,0.101234,0.0403858,0.096309,0.179325,0.361837,-0.0476348,-0.351965,-0.0131572
1.84416,-0.272443,0.351399,0.09903,0.292795,0.320531,0.317437,-0.123437,0.348061,0.123449,0.115517,0.113472,-0.0231556,-0.088058,-0.0591404,0.482744,0.189328,-0.00899672,-0.29967,0.205756,0.2162,0.153905,0.0982501,0.253835,0.0321392,0.0168592,0.0778663,0.0855434,-0.166779,-0.388788,-0.180318
1.73588,-0.232631,0.252697,0.159002,0.190562,0.588903,0.349883,-0.171618,0.361784,0.101272,0.0755285,0.0608484,-0.0748458,0.141192,-0.0109298,0.545695,0.182252,-0.208629,-0.0540945,0.235925,0.136808,0.291241,0.113193,0.336649,0.096232,0.0696472,0.22884,0.143426,-0.0168956,-0.441023,-0.0550713
2.15127,-0.446867,0.304215,0.0194887,0.0705434,0.295882,0.469997,-0.248727,0.371167,0.0903246,0.182196,0.079352,-0.182662,0.0904567,-0.265768,0.469863,0.192205,-0.0454938,-0.223957,0.128423,-0.100974,0.0583135,0.00333097,0.0902558,0.137832,-0.0329846,0.104884,0.0584913,-0.175642,-0.132961,-0.181916
2.24851,-0.617642,0.297058,0.216776,0.163061,0.393063,0.327736,-0.198903,0.346449,0.175534,0.0745751,0.078307,-0.334028,-0.0109313,-0.2346,0.495634,0.160096,-0.224392,-0.32022,0.193598,0.357889,0.103436,0.0181512,-0.101113,-0.0696898,-0.0287259,0.0295067,0.0885793,-0.0843308,-0.186657,-0.271249
2.0548,-0.588537,0.226897,0.30662,0.105762,0.457546,0.211921,-0.167976,0.351364,0.133207,0.10407,0.0716103,-0.15548,-0.119319,-0.166871,0.45014,0.159801,-0.106065,-0.16552,0.233255,-0.0824825,0.127474,0.048895,0.0831266,0.0548225,0.0726335,0.217238,0.181836,-0.0646108,-0.331844,0.00181273
2.00307,-0.417274,0.0643535,0.206233,0.207353,0.553888,0.299679,-0.180006,0.362366,0.127455,0.23537,0.317792,-0.156248,0.103277,-0.0427219,0.527806,0.145355,-0.274867,-0.33621,0.152309,0.142815,0.0702056,0.0105147,0.110081,-0.0201687,-0.0415184,0.0728826,0.0127817,-0.159217,-0.093913,-0.247256
2.05425,-0.406068,0.168702,0.218628,0.147327,0.517797,0.206354,-0.161016,0.368561,0.205995,0.333845,0.171645,-0.0998337,0.118099,-0.0750551,0.415157,0.199001,-0.0985284,-0.253271,0.15187,-0.106083,0.13347,0.00289774,-0.0121244,-0.117984,-0.0913733,0.0760192,0.217368,-0.166464,-0.34621,-0.0224875
2.0592,-0.390075,0.219205,0.0962153,0.314455,0.334899,0.340313,-0.124371,0.360643,0.111909,0.147718,0.168485,-0.260204,-0.0369104,-0.0534933,0.552977,0.246331,-0.241261,-0.266633,0.207917,-0.0778174,0.151584,0.0573617,0.262942,-0.0207854,0.0177959,0.0712171,0.260478,-0.0891294,-0.26996,0.0148517
2.03486,-0.381402,0.248935,0.263777,0.19162,0.446369,0.221145,-0.240608,0.333384,0.233145,0.00915634,0.140091,-0.297339,0.00734288,-0.206339,0.449078,0.0992002,0.0198317,-0.178799,0.206009,0.0612773,0.111372,0.0361347,-0.0901429,-0.0560373,0.0251661,-0.0311714,0.0306384,-0.0678228,-0.23093,-0.0864872
1.79412,-0.474039,0.063969,0.627363,0.547748,0.540738,0.492219,-0.15517,0.353604,0.322698,0.120603,0.332505,-0.103365,0.0360815,-0.0208686,0.498646,0.12315,-0.0339326,-0.174566,0.16998,-0.125836,0.0681376,-0.000369636,-0.0073005,0.00474715,-0.0569014,0.13898,0.114671,-0.0476814,-0.148526,-0.10282
1.83323,-0.298265,0.450412,0.215671,0.208362,0.423645,0.234665,-0.198174,0.335767,0.124236,0.213058,0.144744,-0.180875,0.0706931,-0.130621,0.42765,0.0986306,-0.187819,-0.224126,0.167353,-0.0589048,0.144129,0.0263408,0.20486,-0.0907996,-0.0159456,0.0241409,0.0362941,-0.113538,-0.109423,-0.153966
1.9581,-0.63193,0.263551,0.294585,0.365511,0.734012,0.374915,-0.242877,0.355119,0.0592114,0.162723,0.0811277,-0.076638,0.0482888,-0.0454835,0.556026,0.118363,-0.0746848,-0.218788,0.21004,-0.0666068,0.0792587,0.0456856,0.0035792,-0.0668921,0.0501032,-0.0694845,0.111405,-0.0749611,-0.0681312,-0.11236
1.97383,-0.451673,0.0844798,0.242278,0.386024,0.56833,0.524734,-0.194331,0.354909,0.161003,0.23498,0.0509491,-0.0882136,-0.0120424,-0.0297066,0.519347,0.133507,-0.0625122,-0.276605,0.174339,-0.00507271,0.208234,0.00196642,0.0816334,-0.141966,-0.0800476,0.0737025,0.0686506,-0.0981418,-0.111444,0.106454
1.77499,-0.236403,0.300934,-0.0208421,0.251384,0.454248,-0.161843,-0.204592,0.34899,0.250339,0.36429,0.234805,-0.234024,0.195939,0.0132548,0.465845,0.141078,-0.103501,-0.184057,0.257423,0.134599,0.135993,0.0542042,0.0745633,0.0220906,0.000873637,0.077118,0.0912004,-0.181811,-0.122007,0.0288667
1.78655,-0.326821,0.321391,0.0949464,0.192567,0.523867,0.356573,-0.199275,0.354,0.159984,-0.0322771,0.155453,-0.29437,0.133072,-0.232605,0.495291,0.184067,-0.225027,-0.0909415,0.336458,0.173072,0.244936,0.17969,0.17237,0.0546277,0.0758875,0.177548,0.0465373,-0.116706,-0.225729,0.00947314
1.8074,-0.365835,0.186473,0.195219,0.0950234,0.409752,0.316201,-0.197808,0.363419,0.33187,0.430622,0.481787,-0.0477541,0.451809,-0.10996,0.505827,0.159496,-0.0709652,-0.274057,0.0617676,0.000917902,0.0210407,-0.0529776,0.0978908,-0.161983,-0.120603,-0.0103492,0.180233,-0.203076,-0.345025,-0.0814044
1.70585,-0.276886,0.229281,0.228947,0.173267,0.240608,0.448247,-0.213597,0.347632,0.181568,0.363254,0.399702,-0.0717051,0.254027,-0.0152329,0.446639,0.147879,-0.0571838,-0.0848582,0.305825,-0.0850433,0.200661,0.0952002,0.0441458,0.000955571,-0.00951729,0.166293,0.0406286,-0.0401239,-0.310973,-0.0903702
1.72165,-0.174539,0.122133,0.382541,0.464574,0.710482,0.557351,-0.205484,0.357303,0.119253,-0.0189437,0.114397,-0.251585,0.132137,-0.0840464,0.488152,0.13543,0.0318165,-0.215672,0.155984,0.349036,0.0707632,0.0276582,0.157699,-0.0245679,0.0340831,0.171098,0.224272,-0.16956,-0.164277,-0.0766115
1.80141,-0.352983,0.045424,0.412416,0.271902,0.837997,1.06756,-0.288261,0.363522,0.228312,0.274868,0.321823,-0.216955,0.0235176,-0.242396,0.510829,0.161165,0.0667525,-0.137231,0.20163,-0.184032,0.183968,0.070611,0.0159522,-0.0713349,-0.00547192,0.0816916,0.0913226,-0.115412,-0.0460641,-0.0689811
2.11761,-0.461342,0.0782724,0.384899,0.345184,0.587137,0.720083,-0.190756,0.358064,0.0887093,-0.0344463,0.0362595,-0.124947,-0.0232563,-0.103436,0.508813,0.150354,-0.270143,-0.207176,0.191408,0.0631833,0.103019,0.0320292,0.0645775,-0.00156977,0.0216365,0.114862,0.0723718,-0.0834228,-0.408053,-0.16314
1.88111,-0.451045,0.232709,0.222254,0.34165,0.800506,0.531546,-0.245487,0.349095,0.229964,0.304024,-0.0560639,-0.276891,0.170122,-0.134536,0.466526,0.13548,-0.14495,-0.145376,0.185412,0.0689988,0.175459,0.0873675,-0.0515763,0.0423977,0.0304926,0.139288,0.167732,-0.136215,0.0360709,0.0373752
2.07493,-0.523975,0.314122,0.224689,0.361877,0.597744,0.0243394,-0.192027,0.354028,0.196425,0.212687,-0.00878403,-0.32281,-0.089289,-0.101816,0.546931,0.123628,-0.00339227,-0.205543,0.149109,-0.0619696,0.109788,0.000747498,0.00730982,-0.157465,0.0246622,0.110262,0.0248573,-0.178576,0.0576999,-0.0790961
1.87852,-0.22659,0.281005,-0.119425,0.241988,0.335031,0.192458,-0.272391,0.340631,0.126301,0.328431,0.15404,0.0202254,0.0856973,-0.193309,0.505981,0.137982,-0.0627479,-0.149054,0.183328,-0.114913,0.140213,0.0738984,0.106217,-0.0135888,-0.0423604,0.0478719,0.241482,-0.0627811,-0.0752586,-0.0915349
1.79832,-0.299202,-0.102944,0.6526,0.584145,1.03371,0.813542,-0.222228,0.357252,0.168167,0.0126804,0.0640294,-0.351782,-0.0858266,-0.377584,0.472644,0.223069,-0.242912,-0.337331,0.251878,0.216774,0.08513,0.0515815,0.00959435,0.144227,-0.0822818,0.126156,0.165299,-0.0851281,-0.149736,-0.0449694
1.58459,-0.381755,0.133576,0.65644,0.522672,0.966786,0.523277,-0.148283,0.335024,0.225647,0.282289,0.294211,-0.138312,0.228252,0.16843,0.57379,0.128901,-0.0378815,-0.224895,0.184626,-0.16548,0.0978053,0.00878387,0.0891959,-0.122995,-0.0429901,0.033106,0.192857,-0.102237,-0.264378,-0.0115337
1.48746,-0.297856,0.432326,0.385598,0.35156,0.599419,0.515869,-0.283261,0.362007,0.102868,0.150088,0.0920947,-0.114862,0.235447,-0.071614,0.462317,0.0861146,-0.0381105,-0.070429,0.15402,0.0284473,0.0776061,0.0300977,-0.101796,-0.0696174,-0.0179439,0.0564414,0.0135307,-0.0633055,-0.107858,0.0641639
2.11443,-0.467324,0.454555,0.182056,0.197796,0.417563,0.196928,-0.196572,0.359207,0.353405,-0.0378635,-0.169351,-0.560978,-0.241961,-0.532261,0.415301,0.0736387,0.0763076,-0.158227,0.171085,-0.134533,0.017674,0.0351541,0.12141,-0.0623534,-0.0926457,0.00587168,-0.0659027,-0.0949153,0.00221359,0.0859138
1.98766,-0.611364,0.283234,0.146041,0.291101,0.417546,-0.0235648,-0.236864,0.353808,0.179586,0.214436,0.103027,-0.0826816,0.0724737,-0.179348,0.479802,0.0917771,-0.0451935,-0.130777,0.219741,0.00620879,0.0783525,0.066585,-0.040554,0.0620452,0.0862341,0.0895491,0.163002,-0.0716404,0.0477315,-0.0752054
2.01039,-0.32406,0.423727,0.230543,0.0118465,0.34842,0.188006,-0.149078,0.348225,0.20272,0.126111,0.0787593,-0.421949,-0.031984,-0.225386,0.42946,0.157749,0.0790121,-0.133656,0.219967,0.09776,0.0278793,0.0958594,0.118812,-0.0184016,0.0846813,0.0821226,0.141982,-0.126478,-0.289345,-0.157614
2.14439,-0.329929,0.219156,0.0980137,0.311142,0.081776,-0.00919914,-0.104253,0.364546,0.309956,0.143469,0.272671,-0.442417,0.191733,-0.0399763,0.516019,0.213057,-0.0588685,-0.219415,0.156885,-0.144116,0.176102,0.00224912,0.162452,-0.0184483,-0.107618,0.0688529,0.205705,-0.148915,-0.256361,0.028793
1.88461,-0.446398,0.269283,0.169513,0.108011,0.358069,0.245361,-0.167639,0.353783,0.306871,0.37227,0.350027,-0.179429,0.183373,-0.170531,0.457303,0.156804,-0.0915176,-0.168983,0.1992,-0.145978,0.15292,0.09117,0.226667,0.034049,-0.0176808,0.140332,0.403688,-0.0671541,-0.313997,-0.164848
1.8525,-0.263476,0.203592,0.127835,0.312797,0.544874,0.212232,-0.180561,0.341145,0.186773,0.215217,0.113626,-0.301561,0.0692441,-0.171478,0.491256,0.159014,0.0309333,-0.258795,0.113014,0.116302,0.128391,0.0578648,0.0656688,-0.0847004,0.0175834,-0.0366879,0.160723,-0.0669145,-0.0858905,-0.127433
1.77494,-0.543149,0.4443,0.404143,0.284783,0.553974,0.396419,-0.175962,0.365081,0.17665,0.0716991,0.0436467,-0.229141,0.239101,-0.101065,0.442537,0.150644,0.0174991,-0.121881,0.20898,0.0351847,0.184402,0.0244772,0.141074,0.0122913,-0.013058,0.132066,-0.00294178,-0.0440922,-0.0381209,-0.246445
2.15654,-0.593187,0.331607,0.0309574,0.042534,0.373779,-0.0926555,-0.157872,0.354857,0.114001,0.277181,0.110221,-0.334882,0.0955136,-0.175671,0.474721,0.171941,-0.261894,-0.150918,0.193962,-0.0384175,0.169666,0.0526376,-0.0622122,-0.00119223,0.0249861,0.0620987,0.0821975,-0.128012,-0.118868,0.0997594
1.88318,-0.415762,0.16319,0.33583,0.454019,0.708073,0.440046,-0.200904,0.34081,0.0274938,-0.0091812,0.0357136,-0.0185181,-0.02468,-0.00333052,0.455932,0.133206,0.0750751,-0.201164,0.262668,0.0575073,0.122765,0.0991315,0.244324,-0.0289349,-0.0599989,0.0544616,0.0949382,-0.094634,-0.208409,-0.183655
1.61775,-0.291723,0.240685,0.580476,0.358875,0.723202,0.363875,-0.168724,0.357202,0.209006,0.0660967,0.320701,-0.143846,0.0488354,-0.18274,0.480817,0.172866,-0.0162564,-0.118551,0.155821,0.00181992,-0.000483282,0.0339051,0.257439,-0.0179946,-0.00776419,0.011802,0.107431,-0.105435,-0.269598,-0.197993
1.83127,-0.301718,0.345852,0.193177,0.219394,0.486447,0.441731,-0.295555,0.344666,0.177312,0.194274,-0.0821599,-0.223465,0.0704472,-0.104702,0.445287,0.17143,-0.0742999,-0.290625,0.287103,0.196973,0.181709,0.0422675,0.124457,-0.0394757,0.0494856,0.053852,0.196969,-0.0952128,-0.394805,-0.212366
1.68242,-0.415977,0.302389,0.412828,0.32461,0.65975,0.390892,-0.108372,0.356259,0.215747,0.204158,0.303155,-0.129566,0.116922,0.0660523,0.42372,0.126674,0.0629192,-0.201492,0.181518,-0.238842,0.0689401,0.00650256,0.104656,0.0137648,0.0202742,0.101146,0.0433743,-0.0868666,-0.126786,0.00420282
1.69897,-0.444111,0.234728,0.586194,0.6722,0.838083,0.655345,-0.222137,0.361113,0.0901258,0.190067,0.0218916,-0.248953,-0.0448198,0.0704799,0.475751,0.157121,0.040416,-0.120477,0.23577,-0.0489193,0.142527,0.0522304,0.0847513,-0.0493925,0.0045076,0.0740775,0.227428,-0.142603,-0.151437,-0.10925
1.44901,-0.199645,0.603312,0.404102,0.36707,0.544952,0.37549,-0.207623,0.369732,0.128093,0.0995509,0.0990596,-0.0793459,-0.102126,-0.0979448,0.475947,0.155682,0.0854326,-0.116154,0.198906,-0.0939555,0.0682424,0.0266934,0.00432115,-0.0523156,-0.00588584,0.0595488,-0.127458,-0.124825,-0.184954,-0.183354
1.95537,-0.392352,0.44116,0.280691,0.179165,0.560713,0.529839,-0.211505,0.351782,0.167383,0.0427887,0.0146153,-0.413739,0.149891,-0.206691,0.53291,0.189947,-0.179849,-0.249761,0.195404,0.406906,0.0914052,0.0579332,0.131741,-0.107682,-0.0295285,-0.0228317,0.131298,-0.1871,-0.39842,-0.011908
2.0084,-0.19609,0.24636,0.037801,0.139827,0.232453,0.274228,-0.157541,0.37902,0.18829,0.0769563,0.145907,-0.230788,0.0194284,-0.291269,0.460792,0.154607,-0.202112,-0.277046,0.200137,0.238328,0.0895562,0.0679074,0.0831905,-0.0248593,-0.0266826,0.0301413,-0.0759077,-0.138134,-0.23624,0.0241188
1.84399,-0.583378,0.271996,0.483263,0.234239,0.512085,0.432886,-0.222363,0.346276,0.0653978,0.0516326,0.19339,0.00997466,0.00260732,-0.104247,0.576637,0.123905,0.00607788,-0.133394,0.25157,-0.0201295,0.135922,0.0174668,0.00688556,0.0209574,0.0202442,0.036894,0.0626658,-0.0966954,-0.057639,-0.107117
1.56562,-0.600864,0.275735,0.557265,0.57336,0.810927,0.586871,-0.204285,0.342508,0.340753,0.311129,0.234899,-0.122091,0.230169,0.00488286,0.461717,0.0618982,0.000230696,-0.155969,0.21978,-0.0509801,0.100187,0.0602237,0.0859534,-0.0134651,0.0590808,-0.00996549,0.0592406,-0.0628466,0.00638861,-0.004209
1.47614,-0.176887,0.398073,0.32687,0.371882,0.696003,0.522606,-0.186767,0.34099,0.112623,0.0225121,0.00408755,-0.298283,0.0365326,-0.122111,0.563335,0.17431,-0.168936,-0.0239313,0.393436,-0.12245,0.253987,0.171624,0.0264076,0.128646,0.0640069,0.246273,0.165776,-0.0908705,-0.4299,-0.153651
1.27429,-0.250578,0.403989,0.473877,0.502666,0.748933,0.742313,-0.230158,0.340316,0.102291,0.200829,0.166439,-0.0537201,0.0993445,-0.021832,0.508533,0.154746,0.231861,-0.13262,0.288025,-0.129006,0.269259,0.0718217,0.251637,0.0219369,0.114492,0.168324,0.138568,-0.0290204,-0.158112,-0.087149
1.52098,-0.315843,0.324688,0.403902,0.500638,0.829355,0.203814,-0.194118,0.381522,0.145627,0.255638,0.0596667,-0.372558,-0.0467754,0.0518397,0.553125,0.12027,-0.133192,-0.160694,0.199454,-0.0360667,0.231146,0.085832,-0.0532872,-0.0351881,0.0672498,0.244896,0.178569,-0.0428747,-0.186046,-0.10998
1.57633,-0.241429,0.337417,0.396486,0.422081,0.410047,0.258973,-0.236355,0.346506,0.228441,0.204017,0.114345,-0.178563,0.0169568,-0.0204368,0.608352,0.142087,-0.258553,-0.202898,0.198029,-0.00541382,0.166607,0.00255615,0.26389,-0.0489038,-0.0579214,0.0473749,0.123799,-0.115678,0.0172813,-0.0728917
1.72645,-0.297133,0.366523,0.339842,0.278771,0.727735,0.553085,-0.261185,0.346423,0.0799506,0.118076,-0.0246661,-0.093297,0.0163516,-0.161583,0.468624,0.144059,-0.0762328,-0.123976,0.156941,0.027215,0.202346,0.0762319,-0.0808556,-0.0851933,-0.0212503,0.095612,0.273164,-0.0617811,-0.146393,-0.139508
1.9164,-0.336809,0.299422,0.335383,0.139257,0.428146,0.414382,-0.170374,0.358335,0.104984,0.142029,0.0699961,-0.194731,-0.0811886,0.045008,0.518426,0.16331,0.1162,-0.266695,0.192546,0.135765,0.0774107,0.0559181,0.219347,0.0603459,-0.00407004,0.0665511,0.125837,-0.0682914,-0.201206,0.00932076
2.3709,-0.47335,0.124891,0.178798,0.0760005,0.172133,0.840214,-0.161716,0.353733,0.252309,0.0117503,0.10413,-0.431266,-0.0778994,-0.42815,0.531803,0.109402,0.083338,-0.143772,0.184469,-0.0237024,-0.00642527,0.0275197,-0.0246358,-0.0495342,0.0346173,0.113839,0.13063,-0.0766566,0.00461867,-0.0340715
2.13882,-0.493541,0.182709,0.241493,0.199478,0.518273,0.161307,-0.151523,0.35073,0.219611,0.0864659,0.258478,-0.29681,0.0452489,-0.0840382,0.500405,0.119854,-0.0670156,-0.192607,0.151021,-0.276258,0.10492,0.0541411,0.109598,0.000640306,-0.0881076,0.089997,0.0864075,-0.106407,0.0159077,0.00641214
2.0166,-0.463014,-0.0016885,0.461979,0.472448,0.592641,0.552237,-0.145494,0.351616,0.316918,0.233006,0.274693,-0.320577,0.00856299,-0.309294,0.498025,0.0762845,-0.045808,-0.240599,0.160726,0.0566892,0.107031,0.0226049,0.0105196,-0.0315565,0.0313514,-0.0235679,0.0945419,-0.125071,-0.0134109,-0.0884461
